RFY-PADD,RFY-PAD-Sub,RFY-PAD-District,RFY_ID,RFY_BPCD,Crude_API,NG_Yield_PAD,GSL_Yield_PAD,DSL_Yield_PAD,RESID_Yield_PAD,WTI_Price,WTI_Diff,WTI_Acq_Cost,Brent_Price,Brent_Diff,BPD_DENS_SPECF,SPECF_RFY_CRCK
PAD-2,PAD-2,PAD-2-1,RFY-076,95000,32.4975,7.933333333333333,53.00000000000001,33.325,11.366666666666667,97.90583333333332,-12.575833333333321,85.33,108.63749999999999,-8.386666666666656,2.7693153129689154,37.56661654321023
PAD-2,PAD-2,PAD-2-3,RFY-077,207000,36.88083333333334,5.925,48.53333333333334,42.40833333333334,7.741666666666666,97.90583333333332,-12.575833333333321,85.33,108.63749999999999,-8.386666666666656,4.71771923782502,40.07268660184148
PAD-2,PAD-2,PAD-2-3,RFY-078,86000,36.88083333333334,5.925,48.53333333333334,42.40833333333334,7.741666666666666,97.90583333333332,-12.575833333333321,85.33,108.63749999999999,-8.386666666666656,1.967376817607457,40.08284543659884
PAD-2,PAD-2,PAD-2-3,RFY-079,85000,36.88083333333334,5.925,48.53333333333334,42.40833333333334,7.741666666666666,97.90583333333332,-12.575833333333321,85.33,108.63749999999999,-8.386666666666656,2.0035228651487618,40.06945768587389
PAD-2,PAD-2,PAD-2-3,RFY-080,74500,36.88083333333334,5.925,48.53333333333334,42.40833333333334,7.741666666666666,97.90583333333332,-12.575833333333321,85.33,108.63749999999999,-8.386666666666656,1.6929918017590877,40.07927106476595
PAD-2,PAD-2,PAD-2-3,RFY-081,70300,36.88083333333334,5.925,48.53333333333334,42.40833333333334,7.741666666666666,97.90583333333332,-12.575833333333321,85.33,108.63749999999999,-8.386666666666656,1.6570312637642108,40.06945768587389
PAD-1,PAD-1B,PAD-1-2,RFY-082,335000,31.74,3.3916666666666666,37.108333333333334,26.833333333333332,32.45833333333333,97.90583333333332,8.945833333333354,106.85166666666667,108.63749999999999,-1.4241666666666362,17.074998064565577,7.786985249492162
PAD-1,PAD-1B,PAD-1-2,RFY-083,190000,31.74,3.3916666666666666,37.108333333333334,26.833333333333332,32.45833333333333,97.90583333333332,8.945833333333354,106.85166666666667,108.63749999999999,-1.4241666666666362,9.420659696810528,7.786307061043212
PAD-1,PAD-1B,PAD-1-2,RFY-084,65000,31.74,3.3916666666666666,37.108333333333334,26.833333333333332,32.45833333333333,97.90583333333332,8.945833333333354,106.85166666666667,108.63749999999999,-1.4241666666666362,1.9475865714112204,7.790660008848665
PAD-1,PAD-1B,PAD-1-2,RFY-085,11000,31.74,3.3916666666666666,37.108333333333334,26.833333333333332,32.45833333333333,97.90583333333332,8.945833333333354,106.85166666666667,108.63749999999999,-1.4241666666666362,0.32619139048598794,7.792200693814193
PAD-2,PAD-2,PAD-2-1,RFY-086,180000,32.4975,7.933333333333333,53.00000000000001,33.325,11.366666666666667,97.90583333333332,-12.575833333333321,85.33,108.63749999999999,-8.386666666666656,4.40033325191007,37.59872098891845
PAD-3,PAD-3,PAD-3-2,RFY-087,607000,28.10916666666667,10.033333333333333,46.95,38.68333333333334,11.35833333333333,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,12.768495780683162,22.37738486208209
PAD-3,PAD-3,PAD-3-2,RFY-088,585000,28.10916666666667,10.033333333333333,46.95,38.68333333333334,11.35833333333333,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,12.166897753157384,22.380550288839572
PAD-3,PAD-3,PAD-3-2,RFY-089,560500,28.10916666666667,10.033333333333333,46.95,38.68333333333334,11.35833333333333,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,11.96861728457841,22.381879665608118
PAD-3,PAD-3,PAD-3-2,RFY-090,369024,28.10916666666667,10.033333333333333,46.95,38.68333333333334,11.35833333333333,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,7.914864245919563,22.37956934349356
PAD-3,PAD-3,PAD-3-2,RFY-091,335000,28.10916666666667,10.033333333333333,46.95,38.68333333333334,11.35833333333333,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,7.0468634044956495,22.37738486208209
PAD-3,PAD-3,PAD-3-2,RFY-092,318000,28.10916666666667,10.033333333333333,46.95,38.68333333333334,11.35833333333333,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,6.798283703696446,22.382214097364802
PAD-3,PAD-3,PAD-3-2,RFY-093,290000,28.10916666666667,10.033333333333333,46.95,38.68333333333334,11.35833333333333,97.90583333333332,3.645833333333357,101.55166666666668,108.63749999999999,-3.8958333333333286,5.438653749053851,22.378072490852603
